City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,San Buenaventura,MX,27.0833,-101.5333,103.48,9,10,13.91,clear sky
349,Batagay,RU,67.6333,134.6333,30.9,87,99,0.74,overcast clouds
350,Tuatapere,NZ,-46.1333,167.6833,54.45,81,100,5.44,light rain
351,Omboue,GA,-1.5746,9.2618,78.66,89,98,4.54,overcast clouds
352,Chunhuhub,MX,19.55,-88.6833,97.36,19,0,3.91,clear sky
353,Georgetown,MY,5.4112,100.3354,78.73,93,20,3.44,few clouds
354,Ilinskiy,RU,55.619,38.1182,46.74,87,100,8.99,light rain
355,Nuevo Progreso,MX,23.1667,-97.95,86.54,54,0,15.59,clear sky
356,Wasilla,US,61.5814,-149.4394,56.66,35,75,9.22,broken clouds
357,Walvis Bay,NA,-22.9575,14.5053,68.95,40,5,4.61,clear sky
358,Muzhi,RU,65.3667,64.6667,41.65,86,94,11.12,overcast clouds
359,Samarai,PG,-10.6167,150.6667,80.98,71,20,1.19,few clouds
360,Husavik,IS,66.0449,-17.3389,51.03,71,25,8.68,scattered clouds
361,Indiana,US,40.0003,-86.2503,75.09,35,37,13.8,scattered clouds
362,Panjakent,TJ,39.4952,67.6093,62.49,59,2,7.0,clear sky
363,Jiangyou,CN,31.7667,104.7167,61.05,68,100,3.33,moderate rain
364,Rocha,UY,-34.4833,-54.3333,52.74,86,99,19.71,overcast clouds
365,Nantucket,US,41.2835,-70.0995,62.65,98,100,12.66,fog
366,Qaqortoq,GL,60.7167,-46.0333,39.9,69,99,1.7,overcast clouds
367,Karratha,AU,-20.7377,116.8463,74.88,77,97,6.15,heavy intensity rain
368,Coihueco,CL,-36.6167,-71.8333,57.94,63,0,2.3,clear sky
369,Hovd,MN,48.0056,91.6419,53.71,49,93,6.35,overcast clouds
370,Valley City,US,46.9233,-98.0032,66.72,39,0,6.91,clear sky
371,Puerto Quijarro,BO,-17.7833,-57.7667,64.51,61,77,4.27,broken clouds
372,Pushkino,RU,56.0172,37.8667,46.69,91,100,11.39,light rain
373,Vuktyl,RU,63.8567,57.3094,38.98,96,100,6.8,overcast clouds
374,Cockburn Town,TC,21.4612,-71.1419,79.36,86,98,22.01,overcast clouds
375,Miguel Calmon,BR,-11.4289,-40.595,70.84,78,100,3.29,overcast clouds
376,Katsuura,JP,35.1333,140.3,61.66,87,100,9.33,overcast clouds
377,Sinegorye,RU,62.0788,150.477,36.09,86,64,3.0,broken clouds
378,Manokwari,ID,-0.8667,134.0833,82.53,68,47,5.3,scattered clouds
379,Sobolevo,RU,54.4299,31.8996,38.53,86,31,7.87,scattered clouds
380,Riyadh,SA,24.6877,46.7219,84.34,8,0,7.96,clear sky
381,Farafangana,MG,-22.8167,47.8333,69.87,86,70,10.0,moderate rain
382,Metro,ID,-5.1131,105.3067,75.0,92,100,5.03,overcast clouds
383,Namatanai,PG,-3.6667,152.4333,83.39,68,86,4.34,overcast clouds
384,Niquelandia,BR,-14.4739,-48.4597,77.41,52,66,4.45,broken clouds
385,Rovaniemi,FI,66.5,25.7167,35.01,93,100,11.5,overcast clouds
386,Haapiti,PF,-17.5667,-149.8667,85.73,71,50,16.11,light rain
387,Rangapara,IN,26.8167,92.65,70.84,97,73,6.55,broken clouds
388,Valparaiso,CL,-33.0393,-71.6273,55.63,85,40,4.61,haze
389,Benjamin Constant,BR,-4.3831,-70.0311,84.33,78,20,3.44,few clouds
390,Jiaozuo,CN,35.2397,113.2331,69.87,21,0,5.46,clear sky
391,Coihaique,CL,-45.5752,-72.0662,41.61,81,0,3.44,clear sky
392,Ust-Tsilma,RU,65.441,52.1498,35.78,97,100,6.71,overcast clouds
393,San Quintin,MX,30.4833,-115.95,65.62,69,0,16.91,clear sky
394,Houston,US,29.7633,-95.3633,98.33,49,20,9.22,few clouds
395,Springbok,ZA,-29.6643,17.8865,65.86,23,0,8.57,clear sky
396,Rundu,NA,-17.9333,19.7667,58.71,44,33,4.63,scattered clouds
397,Camacha,PT,33.0833,-16.3333,65.62,83,20,6.91,few clouds
398,Vao,NC,-22.6667,167.4833,74.61,78,26,15.57,scattered clouds
399,Edd,ER,13.9297,41.6925,85.1,56,0,2.55,clear sky
400,Berlevag,NO,70.8578,29.0864,33.75,86,75,19.57,broken clouds
401,Port Blair,IN,11.6667,92.75,78.84,94,75,2.3,drizzle
402,Pyapon,MM,16.2833,95.6833,80.67,85,98,4.79,overcast clouds
403,Estevan,CA,49.1334,-102.9842,70.21,40,75,17.27,broken clouds
404,Broken Hill,AU,-31.95,141.4333,54.05,65,0,4.0,clear sky
405,Cabo San Lucas,MX,22.8909,-109.9124,85.17,55,100,10.04,overcast clouds
406,Ust-Koksa,RU,50.2696,85.6108,48.09,83,42,0.76,scattered clouds
407,Redmond,US,47.674,-122.1215,63.19,63,58,4.0,broken clouds
408,Bilibino,RU,68.0546,166.4372,36.41,93,99,1.57,overcast clouds
409,Usinsk,RU,65.9939,57.5281,34.75,97,100,10.42,overcast clouds
410,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.96,99,98,1.83,overcast clouds
411,Sainte-Suzanne,RE,-20.9061,55.6089,73.58,84,100,14.97,overcast clouds
412,Labuhan,ID,-6.8844,112.2051,77.58,86,79,6.87,broken clouds
413,Lebu,CL,-37.6167,-73.65,52.72,71,3,3.58,clear sky
414,Bara,NG,10.3744,10.7288,92.52,23,70,6.98,broken clouds
415,Belomorsk,RU,64.5232,34.7668,35.08,86,100,7.54,overcast clouds
416,Bilma,NE,18.6853,12.9164,81.81,12,0,5.28,clear sky
417,San Marco In Lamis,IT,41.7131,15.6399,58.12,74,90,2.55,overcast clouds
418,Talcahuano,CL,-36.7167,-73.1167,51.48,87,100,4.61,overcast clouds
419,Zambezi,ZM,-13.5432,23.1047,64.98,52,96,3.31,overcast clouds
420,Gat,IL,31.61,34.7642,67.41,100,100,4.0,overcast clouds
421,Umm Lajj,SA,25.0213,37.2685,81.0,63,77,10.11,broken clouds
422,Kavaratti,IN,10.5669,72.642,82.06,78,100,17.69,heavy intensity rain
423,Corralillo,CU,22.9819,-80.5856,79.68,74,64,5.91,broken clouds
424,Vanimo,PG,-2.6741,141.3028,82.31,78,25,5.28,scattered clouds
425,Xinyu,CN,27.8043,114.9334,60.53,80,55,0.4,broken clouds
426,Guymon,US,36.6828,-101.4816,89.76,23,65,23.2,broken clouds
427,Taywarah,AF,33.35,64.4167,52.2,27,0,5.68,clear sky
428,Sinnamary,GF,5.3833,-52.95,78.39,91,96,11.43,heavy intensity rain
429,Korla,CN,41.7597,86.1469,69.01,33,93,10.4,overcast clouds
430,Crossville,US,35.949,-85.0269,72.25,48,20,9.22,few clouds
431,Wana,PK,32.2989,69.5725,73.45,26,27,2.77,scattered clouds
432,Vila Velha,BR,-20.3297,-40.2925,78.75,69,0,5.75,clear sky
433,Jasper,US,37.2001,-94.3502,79.02,42,0,1.99,clear sky
434,Rafaela,AR,-31.2503,-61.4867,51.98,50,2,5.01,clear sky
435,Vologda,RU,59.2187,39.8886,43.79,96,98,8.48,overcast clouds
436,Lagoa,PT,39.05,-27.9833,57.25,60,8,27.65,clear sky
437,Viedma,AR,-40.8135,-62.9967,46.02,76,32,7.38,scattered clouds
438,Japura,ID,-0.3167,102.35,74.35,96,100,0.92,overcast clouds
439,Narsaq,GL,60.9167,-46.05,43.83,66,100,1.45,overcast clouds
440,Rohnert Park,US,38.3396,-122.7011,85.98,52,0,12.66,clear sky
441,Steinbach,DE,50.1667,8.5667,62.38,100,0,3.44,clear sky
442,Paso De Carrasco,UY,-34.8603,-56.0522,53.74,82,100,23.02,drizzle
443,Yershov,RU,51.3513,48.2766,46.6,87,6,12.93,clear sky
444,Lata,PT,40.1629,-8.3327,57.6,92,3,2.93,clear sky
445,Saint-Georges,GD,12.0564,-61.7485,82.08,78,20,18.41,few clouds
446,Pierre,US,44.3683,-100.351,80.06,30,0,12.66,clear sky
447,Dunedin,NZ,-45.8742,170.5036,55.8,79,98,7.0,overcast clouds
448,Rio Gallegos,AR,-51.6226,-69.2181,37.45,93,0,4.61,clear sky
449,Dundalk,US,39.2507,-76.5205,71.78,83,63,16.37,broken clouds
450,Turbat,PK,26.0023,63.044,84.04,33,0,2.55,clear sky
451,Maroantsetra,MG,-15.4333,49.7333,73.0,87,98,6.38,light rain
452,Sterling,US,39.0062,-77.4286,74.91,62,0,21.0,clear sky
453,Villamontes,BO,-21.25,-63.5,59.9,56,93,6.46,overcast clouds
454,Geraldton,AU,-28.7667,114.6,52.21,82,0,11.5,clear sky
455,Mount Isa,AU,-20.7333,139.5,65.97,52,0,10.36,clear sky
456,Marawi,PH,7.9986,124.2928,73.17,87,86,1.54,overcast clouds
457,San Bartolome De Tirajana,ES,27.9248,-15.5733,59.47,81,20,9.22,few clouds
458,Dovbysh,UA,50.3733,27.9874,42.58,70,40,4.34,scattered clouds
459,Paramonga,PE,-10.6667,-77.8333,65.1,84,65,6.82,broken clouds
460,High Level,CA,58.5169,-117.136,57.31,44,100,11.5,overcast clouds
461,Makaryev,RU,57.8797,43.8069,43.34,98,99,2.91,overcast clouds
462,High Rock,BS,26.6208,-78.2833,82.42,79,88,12.48,overcast clouds
463,Saint-Denis,FR,48.9167,2.3333,69.15,72,0,6.91,clear sky
464,Redlands,US,34.0556,-117.1825,93.52,34,0,1.99,clear sky
465,Alice Springs,AU,-23.7,133.8833,56.75,51,50,8.05,scattered clouds
466,Saint Anthony,US,45.0205,-93.218,69.93,34,46,7.0,scattered clouds
467,Dubbo,AU,-32.25,148.6167,51.93,93,2,3.44,clear sky
468,Vostok,RU,46.4856,135.8833,51.33,59,27,2.89,scattered clouds
469,Rolla,US,37.9514,-91.7713,77.86,37,0,10.36,clear sky
470,Grand-Santi,GF,4.25,-54.3833,75.2,99,100,2.68,moderate rain
471,Kiunga,PG,-6.1219,141.2906,74.14,99,97,0.69,overcast clouds
472,Atasu,KZ,48.6814,71.6433,60.94,41,32,8.55,scattered clouds
473,Antofagasta,CL,-23.65,-70.4,60.08,84,48,7.02,scattered clouds
474,Sao Filipe,CV,14.8961,-24.4956,75.52,76,38,8.93,scattered clouds
475,Cascais,PT,38.6979,-9.4215,65.97,76,5,17.0,clear sky
476,San Cristobal,VE,7.7669,-72.225,78.98,70,90,4.16,overcast clouds
477,Reims,FR,49.1667,4.0833,65.14,94,0,3.44,clear sky
478,Urambo,TZ,-5.0667,32.05,70.12,63,83,3.96,broken clouds
479,Yangjiang,CN,21.85,111.9667,65.43,87,96,6.53,overcast clouds
480,Lanxi,CN,29.2195,119.477,59.23,74,0,0.85,clear sky
481,Kawalu,ID,-7.3817,108.2082,71.73,96,83,1.54,broken clouds
482,Poum,NC,-20.2333,164.0167,77.9,73,96,9.28,overcast clouds
483,Barra,BR,-11.0894,-43.1417,79.54,59,67,6.17,broken clouds
484,Sisimiut,GL,66.9395,-53.6735,32.9,73,4,9.91,clear sky
485,Burnie,AU,-41.0667,145.9167,50.94,79,29,15.99,scattered clouds
486,Georgiyevskoye,RU,58.731,45.024,41.38,96,58,3.56,broken clouds
487,Abha,SA,18.2164,42.5053,64.22,6,0,6.91,clear sky
488,Santa Lucia,ES,27.9117,-15.5407,61.92,68,20,9.22,few clouds
489,Sheridan,US,44.8333,-106.9173,74.01,46,79,1.01,broken clouds
490,Muli,MV,2.9167,73.5667,83.28,80,96,21.59,overcast clouds
491,Ipixuna,BR,-1.7625,-48.8043,76.42,94,74,3.42,broken clouds
492,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,72,10,16.6,clear sky
493,Simao,CN,22.7886,100.9748,61.77,98,99,2.1,overcast clouds
494,Marzuq,YE,14.4,46.4667,69.66,11,4,3.33,clear sky
495,Tocopilla,CL,-22.092,-70.1979,65.32,66,22,8.05,few clouds
496,Barabash,RU,43.2,131.4833,56.71,63,1,1.77,clear sky
497,Batagay-Alyta,RU,67.8006,130.4114,18.55,87,86,1.79,overcast clouds
498,Shimanovsk,RU,52.0,127.7,42.01,65,63,11.1,broken clouds
499,Ranong,TH,9.9658,98.6348,79.29,90,100,4.7,light rain
500,Otradnaya,RU,44.3933,41.5206,49.28,78,67,5.44,broken clouds
501,Westport,US,41.1415,-73.3579,69.12,92,100,4.61,overcast clouds
502,Mana,GF,5.6592,-53.7767,78.57,90,100,11.18,moderate rain
503,Broome,US,42.2506,-75.833,60.69,87,100,9.22,overcast clouds
504,Ixtapa,MX,20.7,-105.2,83.61,50,100,5.17,overcast clouds
505,Tombouctou,ML,20.0,-3.0,87.22,9,27,11.25,scattered clouds
506,Panguna,PG,-6.3164,155.4848,78.51,68,98,0.58,overcast clouds
507,Bull Savanna,JM,17.8868,-77.5902,79.05,74,100,12.15,overcast clouds
508,Capari,MK,41.0561,21.1783,55.36,79,15,2.89,few clouds
509,Palu,ID,-0.8917,119.8707,78.06,90,85,2.95,overcast clouds
510,Izazi,TZ,-7.2,35.7333,69.91,61,88,3.87,overcast clouds
511,Promissao,BR,-21.5367,-49.8581,59.67,70,10,8.55,clear sky
512,Clevelandia,BR,-26.3958,-52.4708,39.15,90,3,3.78,clear sky
513,Ambon,ID,-3.6954,128.1814,77.14,94,20,0.0,few clouds
514,Kolo,PL,52.2002,18.6387,52.77,59,100,6.38,overcast clouds
515,Sao Sebastiao,BR,-23.76,-45.4097,67.6,88,95,3.09,overcast clouds
516,Palmer,US,42.1584,-72.3287,67.51,81,98,8.77,heavy intensity rain
517,Vardo,NO,70.3705,31.1107,35.58,75,100,12.66,overcast clouds
518,Faya,SA,18.3851,42.4509,64.51,9,0,4.23,clear sky
519,Komsomolskiy,UZ,40.4272,71.7189,65.12,72,54,2.3,broken clouds
520,Caravelas,BR,-17.7125,-39.2481,76.37,87,36,8.12,scattered clouds
521,The Valley,AI,18.217,-63.0578,82.26,78,20,14.97,few clouds
522,Ust-Nera,RU,64.5667,143.2,35.49,90,100,5.61,overcast clouds
523,Aswan,EG,24.0934,32.907,85.3,10,0,9.22,clear sky
524,Milkovo,RU,54.7167,158.6167,41.36,73,96,2.21,overcast clouds
525,Tomatlan,MX,19.9333,-105.25,84.27,45,100,7.11,overcast clouds
526,Kousseri,CM,12.0769,15.0306,91.29,32,27,8.23,scattered clouds
527,Urumqi,CN,43.801,87.6005,59.95,51,0,2.24,clear sky
528,Nichinan,JP,31.6,131.3667,60.48,82,100,5.46,light rain
529,Port Hawkesbury,CA,45.6169,-61.3485,50.59,99,100,10.36,mist
530,Tautira,PF,-17.7333,-149.15,81.28,72,38,16.51,scattered clouds
531,Balkhash,KZ,46.844,74.9804,64.13,45,7,4.0,clear sky
532,Bardsir,IR,29.9227,56.5743,65.26,15,0,5.06,clear sky
533,Oktyabrskiy,RU,54.4815,53.471,45.03,91,84,5.7,broken clouds
534,Charters Towers,AU,-20.1,146.2667,74.82,64,79,6.15,broken clouds
535,Muros,ES,42.7762,-9.0603,64.69,88,36,16.98,scattered clouds
536,Coahuayana,MX,18.7333,-103.6833,86.61,40,100,7.23,overcast clouds
537,Verkhnyaya Inta,RU,65.9811,60.3094,34.61,99,100,10.0,light snow
538,Santa Rosa,PH,14.3122,121.1114,81.01,82,96,3.53,overcast clouds
539,Sao Felix Do Xingu,BR,-6.6447,-51.995,75.47,90,96,2.3,overcast clouds
540,Andros,GR,37.8333,24.9333,70.36,71,77,4.0,broken clouds
541,Cortez,US,37.3489,-108.5859,84.94,8,57,15.14,broken clouds
542,Souillac,MU,-20.5167,57.5167,73.78,78,75,9.22,broken clouds
543,Middelburg,ZA,-25.7751,29.4648,50.63,84,6,6.2,clear sky
544,Gizo,SB,-8.103,156.8419,83.23,71,10,1.54,clear sky
545,Kachug,RU,53.9606,105.8817,56.26,64,100,4.81,overcast clouds
546,San Patricio,US,28.017,-97.5169,93.54,52,2,14.92,clear sky
547,Havelock,US,34.8791,-76.9013,80.56,84,51,14.0,broken clouds
548,Ermioni,GR,37.3869,23.2442,64.92,78,76,4.21,broken clouds
549,Fort Nelson,CA,58.8053,-122.7002,54.99,50,75,13.8,broken clouds
550,Yeniseysk,RU,58.4497,92.1703,55.96,69,78,2.91,broken clouds
551,Solnechnyy,RU,50.7214,136.6319,47.71,60,95,8.37,overcast clouds
552,Taunggyi,MM,20.7833,97.0333,65.17,84,100,3.02,overcast clouds
553,Sao Paulo De Olivenca,BR,-3.3783,-68.8725,74.37,99,98,4.32,overcast clouds
554,Puerto Leguizamo,CO,-0.1934,-74.7819,73.67,99,100,2.53,light rain
555,Goderich,CA,43.7501,-81.7165,62.92,51,65,1.14,broken clouds
556,Dagana,MR,16.5165,-15.5068,94.41,9,76,7.23,broken clouds
557,Ukiah,US,39.1502,-123.2078,78.44,56,93,5.01,overcast clouds
558,Kitob,UZ,39.0843,66.8332,67.39,44,1,4.99,clear sky
559,Ruidoso,US,33.3317,-105.673,86.14,34,43,19.8,scattered clouds
560,Phuket,TH,8.0,98.25,86.13,89,40,4.61,heavy intensity rain
561,Port Hardy,CA,50.6996,-127.4199,50.18,66,75,12.66,light intensity shower rain
562,Uthal,PK,25.8072,66.6219,82.83,59,0,4.74,clear sky
563,Lisakovsk,KZ,52.5369,62.4936,51.19,76,41,11.92,scattered clouds
564,Les Cayes,HT,18.2,-73.75,79.79,74,90,8.21,overcast clouds
565,Sorong,ID,-0.8833,131.25,80.15,84,50,4.7,light rain
566,Nome,US,64.5011,-165.4064,43.16,52,65,7.74,broken clouds
567,Vagamo,NO,61.8751,9.0967,36.07,79,1,2.62,clear sky
568,Karasjok,NO,69.4719,25.5112,18.16,94,87,4.83,overcast clouds
569,Nusaybin,TR,37.0778,41.2178,66.38,43,94,6.69,overcast clouds
570,Mazabuka,ZM,-15.856,27.748,54.88,69,0,5.88,clear sky
571,Dhidhdhoo,MV,6.8833,73.1,81.39,85,100,27.76,overcast clouds
572,Harlingen,US,26.1906,-97.6961,90.05,42,1,17.54,clear sky
573,Jinchang,CN,38.4953,102.1739,55.67,13,82,4.88,broken clouds
574,Podyuga,RU,61.095,40.8647,39.78,84,59,7.05,broken clouds
575,Naranjito,EC,-2.2167,-79.4833,83.88,89,100,1.63,overcast clouds
576,Pyatnitskoye,RU,50.4233,37.8273,43.45,85,54,11.14,broken clouds
577,Thomaston,US,32.8882,-84.3266,87.58,45,40,8.05,scattered clouds
578,Ercis,TR,39.0287,43.3586,46.24,77,16,2.53,few clouds
579,Aitape,PG,-3.1374,142.3475,83.41,73,47,4.32,scattered clouds
580,Biltine,TD,14.5333,20.9167,87.33,26,90,6.33,overcast clouds
581,Olinda,BR,-8.0089,-34.8553,82.13,78,40,8.05,scattered clouds
582,Port Macquarie,AU,-31.4333,152.9167,65.89,73,20,10.56,few clouds
583,Khandbari,NP,27.3747,87.2039,68.29,83,36,2.89,scattered clouds
584,Porirua,NZ,-41.1333,174.85,65.62,95,100,19.06,overcast clouds
585,Matagami,CA,49.7502,-77.6328,60.91,51,0,6.91,clear sky
586,Batemans Bay,AU,-35.7167,150.1833,56.1,58,0,4.61,clear sky
587,Seminole,US,28.7086,-81.2081,89.42,51,50,3.0,scattered clouds
588,Honningsvag,NO,70.9821,25.9704,36.05,64,100,23.67,light rain
589,Lebowakgomo,ZA,-24.2,29.5,56.3,90,5,3.98,clear sky
590,Kinkala,CG,-4.3614,14.7644,71.82,90,92,1.34,light rain
591,Sept-Iles,CA,50.2001,-66.3821,43.32,92,100,12.66,light intensity drizzle
592,Progreso,MX,21.2833,-89.6667,88.11,67,0,13.06,clear sky
593,Velikiy Ustyug,RU,60.7644,46.3106,43.03,90,100,9.64,overcast clouds
594,Ardakan,IR,32.31,54.0175,79.0,16,1,1.23,clear sky
595,Uige,AO,-7.6087,15.0613,68.5,74,97,3.36,overcast clouds
596,Rongcheng,CN,30.634,117.8517,63.19,72,0,3.56,clear sky
597,Joetsu,JP,37.1483,138.2364,60.87,62,100,0.38,overcast clouds
598,Basqal,AZ,40.7552,48.391,50.56,81,98,2.71,overcast clouds
599,Birao,CF,10.2849,22.7882,87.28,40,89,3.65,light rain
600,Kijang,KR,35.2442,129.2139,56.93,41,0,1.59,clear sky
601,General Pico,AR,-35.6566,-63.7568,46.71,63,3,8.59,clear sky
602,Nuuk,GL,64.1835,-51.7216,32.88,80,0,10.0,clear sky
603,Basar,IN,27.9833,94.6667,66.99,99,98,1.3,light rain
604,Woodward,US,36.4337,-99.3904,86.97,34,0,16.11,clear sky
605,Bogatyr,RU,53.4298,49.9455,45.09,87,0,4.47,clear sky
606,Vilhena,BR,-12.7406,-60.1458,68.22,88,75,16.11,broken clouds
607,Cap-Aux-Meules,CA,47.3821,-61.8597,46.45,87,100,10.36,overcast clouds
608,Caraballeda,VE,10.6112,-66.8522,84.87,84,75,6.91,broken clouds
609,Pitimbu,BR,-7.4706,-34.8086,79.39,86,66,9.93,broken clouds
610,Mwinilunga,ZM,-11.7358,24.4293,62.8,60,90,3.15,overcast clouds
611,Shahr-E Babak,IR,30.1165,55.1186,68.36,14,0,4.79,clear sky
612,Whitianga,NZ,-36.8333,175.7,67.08,82,99,8.68,overcast clouds
613,Madera,US,37.1666,-119.8343,90.01,20,10,12.71,clear sky
614,Anadyr,RU,64.75,177.4833,46.9,61,0,6.71,clear sky
615,Qasigiannguit,GL,68.8193,-51.1922,21.13,83,10,3.33,clear sky
616,Barabai,ID,-2.5833,115.3833,74.59,96,90,1.66,moderate rain
617,Apango,MX,17.7333,-99.3333,89.2,26,12,8.72,few clouds
618,Kidal,ML,18.4411,1.4078,92.75,18,66,7.67,broken clouds
619,General Roca,AR,-39.0333,-67.5833,46.62,40,73,5.21,broken clouds
620,Kristianstad,SE,56.0313,14.1524,48.34,91,100,3.44,overcast clouds
621,Kalanguy,RU,51.0167,116.5167,52.54,38,45,4.34,scattered clouds
622,Henties Bay,NA,-22.116,14.2845,66.99,57,57,2.68,broken clouds
623,Isangel,VU,-19.55,169.2667,79.16,71,53,15.7,broken clouds
624,Esperance,AU,-33.8667,121.9,55.09,70,0,13.11,clear sky
625,Mao,ES,39.8885,4.2658,66.76,94,75,3.44,broken clouds
626,Trofors,NO,65.5333,13.4063,28.29,89,54,2.21,broken clouds
627,Llangefni,GB,53.2556,-4.3106,58.66,94,100,18.41,mist
628,Altamira,BR,-3.2033,-52.2064,74.19,98,100,2.39,overcast clouds
629,Lishui,CN,28.4604,119.9103,59.27,78,35,1.34,scattered clouds
630,Bubaque,GW,11.2833,-15.8333,79.66,84,98,13.42,overcast clouds
631,Kimbe,PG,-5.5502,150.1429,83.66,72,44,1.63,scattered clouds
632,Ormara,PK,25.2088,64.6357,82.56,79,0,22.88,clear sky
633,Loreto,MX,22.2667,-101.9667,85.05,10,82,10.96,broken clouds
634,Namibe,AO,-15.1961,12.1522,71.94,62,2,5.59,clear sky
635,Hervey Bay,AU,-25.2986,152.8535,75.02,96,5,8.63,clear sky
636,Launceston,AU,-41.45,147.1667,51.8,74,74,18.41,broken clouds
637,Calvinia,ZA,-31.4707,19.776,63.21,24,0,7.78,clear sky
638,Moerai,PF,-22.4333,-151.3333,74.66,82,100,12.84,light rain
639,Rancho Palos Verdes,US,33.7445,-118.387,77.97,76,5,8.01,clear sky
640,Ponta Delgada,PT,37.7333,-25.6667,59.72,63,20,19.57,few clouds
641,Gejiu,CN,23.306,103.1635,48.07,96,95,1.99,overcast clouds
642,Iracoubo,GF,5.4802,-53.2011,78.19,91,97,11.43,moderate rain
643,Moa,CU,20.6569,-74.9403,80.38,82,98,3.0,overcast clouds
644,Salym,RU,60.0625,71.4789,50.92,96,100,2.77,overcast clouds
645,Boende,CD,-0.2167,20.8667,70.75,99,100,1.03,overcast clouds
646,Chapais,CA,49.7834,-74.8492,62.38,57,100,4.03,overcast clouds
647,Linkou,CN,45.3,130.2833,54.77,46,28,6.73,scattered clouds
648,Waingapu,ID,-9.6567,120.2641,78.96,85,9,5.73,clear sky
649,Tacoronte,ES,28.4769,-16.4102,64.98,69,75,10.36,broken clouds
650,Smirnykh,RU,49.75,142.8333,51.12,62,83,5.14,broken clouds
651,Zhangjiakou,CN,40.81,114.8794,61.77,19,74,0.81,broken clouds
652,Dibombari,CM,4.1787,9.6561,76.23,94,100,1.07,light rain
653,Shubarshi,KZ,48.5872,57.1869,52.84,83,57,8.46,broken clouds
654,Mumbwa,ZM,-14.9783,27.0619,55.31,70,11,4.92,few clouds
655,Greenfield,US,42.9614,-88.0126,73.26,20,75,11.5,broken clouds
656,Simplicio Mendes,BR,-7.8539,-41.9103,84.04,48,99,3.29,overcast clouds
657,Boden,SE,65.8252,21.6886,39.2,67,99,13.96,overcast clouds
658,Dobryanka,RU,58.4619,56.4165,47.75,96,100,3.04,overcast clouds
659,Anloga,GH,5.7947,0.8973,82.09,83,58,10.69,broken clouds
660,Hualmay,PE,-11.0964,-77.6139,64.83,83,72,7.31,broken clouds
661,Flin Flon,CA,54.7682,-101.865,52.81,38,23,6.46,few clouds
662,Byron Bay,AU,-28.65,153.6167,69.71,91,96,8.21,overcast clouds
663,Necochea,AR,-38.5473,-58.7368,52.14,84,100,25.39,overcast clouds
664,Haines Junction,CA,60.7522,-137.5108,42.75,81,100,5.75,overcast clouds
665,Caxias,PT,38.7031,-9.2767,66.47,82,20,6.91,few clouds
666,Huarmey,PE,-10.0681,-78.1522,66.43,80,71,7.74,broken clouds
667,Srednekolymsk,RU,67.45,153.6833,41.43,83,78,3.29,broken clouds
668,Axochiapan,MX,18.5,-98.7667,96.93,11,23,4.83,few clouds
669,Troitsko-Pechorsk,RU,62.7084,56.1964,39.15,96,68,6.93,broken clouds
670,Bethpage,US,40.7443,-73.4821,70.63,79,98,8.01,overcast clouds
671,Urdoma,RU,61.7533,48.5442,39.78,91,99,8.05,overcast clouds
672,Teknaf,BD,20.8624,92.3058,81.25,87,79,5.93,broken clouds
673,Moose Factory,CA,51.2585,-80.6094,53.31,61,68,12.59,broken clouds
674,Deep River,CA,46.1001,-77.4995,51.94,94,100,8.19,light rain
675,Eyl,SO,7.9803,49.8164,81.64,73,68,24.96,broken clouds
676,Nelson,NZ,-41.2833,173.2833,60.3,97,100,2.17,light rain
677,Cocobeach,GA,1.0002,9.5823,79.75,84,99,3.18,light rain
678,Akureyri,IS,65.6835,-18.0878,51.44,74,31,5.3,scattered clouds
679,Hassan,IN,13.0006,76.0994,70.47,93,100,4.21,moderate rain
680,Xai-Xai,MZ,-25.0519,33.6442,68.41,81,18,3.62,few clouds
681,Evinayong,GQ,1.4368,10.5512,68.34,99,100,0.81,moderate rain
682,Tura,IN,25.5198,90.2201,71.42,97,100,5.03,overcast clouds
683,Yelizovo,RU,53.1873,158.3805,42.94,75,75,2.24,broken clouds
684,Nyrob,RU,60.733,56.7202,46.99,84,84,3.04,broken clouds
685,Comodoro Rivadavia,AR,-45.8667,-67.5,50.86,54,6,9.1,clear sky
686,Chimbote,PE,-9.0853,-78.5783,63.5,87,84,6.26,broken clouds
687,Seydisehir,TR,37.4193,31.8453,54.79,78,64,1.39,light rain
688,Lazaro Cardenas,MX,17.9583,-102.2,85.73,45,69,11.59,broken clouds
689,Zangakatun,AM,39.8212,45.0406,46.08,75,53,2.19,broken clouds
690,Biak,ID,-0.9131,122.8766,78.17,83,99,1.81,overcast clouds
691,Rodrigues Alves,BR,-7.738,-72.6509,73.69,98,100,6.46,heavy intensity rain
692,Hearst,CA,49.6835,-83.6665,46.98,74,87,10.2,overcast clouds
693,Ambilobe,MG,-13.2,49.05,68.92,92,16,3.04,few clouds
694,Rantepao,ID,-2.9701,119.8978,68.56,97,92,1.7,overcast clouds
695,Axim,GH,4.8699,-2.2405,80.13,85,93,5.99,overcast clouds
696,Bassila,BJ,9.0081,1.6654,78.21,68,47,5.41,scattered clouds
697,Verkhnyaya Toyma,RU,62.2349,44.9985,38.52,81,23,8.57,few clouds
